model,year,price,transmission,mileage,fuelType,tax,mpg,engineSize,car_age,is_automatic,is_manual,is_semi_auto,fuelType_grouped,model_encoded,transmission_encoded,fuelType_grouped_encoded,price_class,cluster
X3,2010,15588,Manual,97161,Diesel,211,25.2,3.5,13,0,1,0,Diesel,9,1,0,0,0
X4,2013,18924,Automatic,15705,Diesel,125,36.6,2.5,10,1,0,0,Diesel,10,0,0,0,0
3 Series,2017,21084,Automatic,53996,Diesel,229,52.7,4.4,6,1,0,0,Diesel,2,0,0,0,1
X1,2019,49153,Automatic,11607,Hybrid,167,43.3,3.5,4,1,0,0,Hybrid,7,0,2,1,1
X3,2014,41531,Automatic,31006,Hybrid,13,23.6,2.0,9,1,0,0,Hybrid,9,0,2,1,0
3 Series,2022,35737,Semi-Auto,79554,Diesel,73,33.3,2.5,1,0,0,1,Diesel,2,2,0,1,1
2 Series,2018,53054,Manual,117196,Diesel,51,59.2,2.0,5,0,1,0,Diesel,1,1,0,2,1
X4,2020,33619,Manual,41963,Petrol,206,41.8,4.4,3,0,1,0,Petrol,10,1,4,1,1
4 Series,2020,47178,Automatic,4447,Petrol,295,31.5,1.5,3,1,0,0,Petrol,3,0,4,1,1
X5,2015,15751,Manual,28156,Petrol,42,56.5,1.5,8,0,1,0,Petrol,11,1,4,0,0
3 Series,2010,69816,Automatic,43120,Diesel,2,33.4,2.5,13,1,0,0,Diesel,2,0,0,2,0
3 Series,2015,32866,Semi-Auto,83753,Hybrid,94,49.2,3.0,8,0,0,1,Hybrid,2,2,2,1,0
X7,2015,101112,Automatic,11190,Petrol,237,25.9,2.0,8,1,0,0,Petrol,13,0,4,2,1
1 Series,2022,61313,Automatic,64394,Petrol,166,26.3,3.0,1,1,0,0,Petrol,0,0,4,2,1
X3,2015,70683,Automatic,6335,Other,18,42.5,4.0,8,1,0,0,Other,9,0,3,2,1
X3,2017,54221,Automatic,21557,Diesel,206,29.6,3.0,6,1,0,0,Diesel,9,0,0,2,1
X1,2015,22106,Manual,102092,Diesel,229,22.0,2.5,8,0,1,0,Diesel,7,1,0,1,0
i8,2014,21052,Semi-Auto,98074,Diesel,213,57.1,2.0,9,0,0,1,Diesel,16,2,0,0,0
3 Series,2020,50893,Automatic,21575,Diesel,55,22.2,2.0,3,1,0,0,Diesel,2,0,0,2,1
3 Series,2011,71397,Automatic,73848,Electric,131,48.7,2.5,12,1,0,0,Electric,2,0,1,2,0
1 Series,2013,42394,Automatic,114216,Petrol,8,33.3,2.5,10,1,0,0,Petrol,0,0,4,1,0
5 Series,2019,69986,Manual,5616,Petrol,230,57.3,2.5,4,0,1,0,Petrol,4,1,4,2,1
3 Series,2014,31533,Automatic,34124,Petrol,152,59.4,2.5,9,1,0,0,Petrol,2,0,4,1,0
3 Series,2019,3000,Automatic,134662,Petrol,283,33.4,2.5,4,1,0,0,Petrol,2,0,4,0,1
2 Series,2013,73628,Automatic,10534,Diesel,189,43.6,3.0,10,1,0,0,Diesel,1,0,0,2,0
X4,2011,69068,Automatic,8921,Hybrid,15,50.9,2.0,12,1,0,0,Hybrid,10,0,2,2,0
3 Series,2016,3000,Manual,133763,Diesel,202,24.9,4.0,7,0,1,0,Diesel,2,1,0,0,0
5 Series,2019,93979,Automatic,43042,Other,173,48.4,2.0,4,1,0,0,Other,4,0,3,2,1
X2,2019,70530,Automatic,52209,Hybrid,167,56.2,2.5,4,1,0,0,Hybrid,8,0,2,2,1
1 Series,2011,41748,Manual,54603,Diesel,33,27.1,2.0,12,0,1,0,Diesel,0,1,0,1,0
1 Series,2010,25238,Automatic,45377,Diesel,228,53.5,3.0,13,1,0,0,Diesel,0,0,0,1,0
3 Series,2014,67406,Automatic,40705,Diesel,0,24.6,2.5,9,1,0,0,Diesel,2,0,0,2,0
X1,2021,13292,Automatic,97492,Petrol,114,42.7,2.5,2,1,0,0,Petrol,7,0,4,0,1
3 Series,2022,90015,Automatic,16783,Diesel,213,33.6,2.5,1,1,0,0,Diesel,2,0,0,2,1
X7,2010,56397,Automatic,9515,Diesel,253,38.9,2.5,13,1,0,0,Diesel,13,0,0,2,0
5 Series,2010,3000,Semi-Auto,134142,Diesel,144,32.0,4.0,13,0,0,1,Diesel,4,2,0,0,0
7 Series,2010,24903,Manual,83850,Diesel,46,30.4,2.0,13,0,1,0,Diesel,6,1,0,1,0
3 Series,2015,31344,Manual,145843,Petrol,279,49.7,3.5,8,0,1,0,Petrol,2,1,4,1,0
5 Series,2018,3000,Semi-Auto,97776,Diesel,177,28.9,3.0,5,0,0,1,Diesel,4,2,0,0,1
X3,2019,24175,Automatic,65206,Petrol,212,36.3,2.5,4,1,0,0,Petrol,9,0,4,1,1
X5,2022,12504,Automatic,84364,Petrol,284,31.0,4.4,1,1,0,0,Petrol,11,0,4,0,1
X5,2020,25772,Automatic,111532,Diesel,244,29.5,2.0,3,1,0,0,Diesel,11,0,0,1,1
X1,2021,52104,Manual,119090,Petrol,252,45.1,2.5,2,0,1,0,Petrol,7,1,4,2,1
6 Series,2010,24786,Automatic,21936,Diesel,205,21.8,2.5,13,1,0,0,Diesel,5,0,0,1,0
X6,2014,54956,Automatic,92618,Petrol,71,51.6,3.0,9,1,0,0,Petrol,12,0,4,2,0
X5,2018,12149,Automatic,149977,Diesel,221,41.8,4.4,5,1,0,0,Diesel,11,0,0,0,1
1 Series,2018,3000,Automatic,135170,Diesel,214,53.1,3.0,5,1,0,0,Diesel,0,0,0,0,1
1 Series,2010,40194,Automatic,28020,Petrol,140,28.5,4.0,13,1,0,0,Petrol,0,0,4,1,0
3 Series,2017,16019,Manual,123043,Diesel,155,48.4,4.4,6,0,1,0,Diesel,2,1,0,0,1
X3,2010,9659,Automatic,11985,Diesel,221,36.8,2.5,13,1,0,0,Diesel,9,0,0,0,0
5 Series,2017,43551,Semi-Auto,140355,Petrol,230,23.1,2.5,6,0,0,1,Petrol,4,2,4,1,1
5 Series,2010,3000,Automatic,130100,Petrol,141,50.1,2.0,13,1,0,0,Petrol,4,0,4,0,0
4 Series,2021,21256,Manual,120635,Diesel,74,50.5,3.0,2,0,1,0,Diesel,3,1,0,0,1
6 Series,2014,10083,Semi-Auto,47323,Petrol,39,30.8,2.0,9,0,0,1,Petrol,5,2,4,0,0
6 Series,2017,45302,Semi-Auto,38708,Diesel,272,56.6,3.0,6,0,0,1,Diesel,5,2,0,1,1
3 Series,2015,26979,Automatic,71298,Diesel,69,50.6,4.0,8,1,0,0,Diesel,2,0,0,1,0
X3,2018,35164,Automatic,101057,Petrol,110,32.3,3.5,5,1,0,0,Petrol,9,0,4,1,1
3 Series,2010,82471,Automatic,6054,Diesel,233,29.6,3.0,13,1,0,0,Diesel,2,0,0,2,0
3 Series,2018,9854,Automatic,120580,Diesel,196,37.6,3.5,5,1,0,0,Diesel,2,0,0,0,1
3 Series,2010,66444,Automatic,72317,Diesel,198,31.7,3.0,13,1,0,0,Diesel,2,0,0,2,0
3 Series,2019,67331,Semi-Auto,64304,Petrol,23,28.7,2.5,4,0,0,1,Petrol,2,2,4,2,1
5 Series,2019,44954,Automatic,17471,Diesel,146,36.0,2.5,4,1,0,0,Diesel,4,0,0,1,1
2 Series,2012,3000,Automatic,102266,Petrol,61,21.0,2.0,11,1,0,0,Petrol,1,0,4,0,0
1 Series,2010,33534,Automatic,126022,Petrol,66,36.1,2.5,13,1,0,0,Petrol,0,0,4,1,0
X5,2012,5156,Manual,27527,Diesel,29,28.9,2.5,11,0,1,0,Diesel,11,1,0,0,0
7 Series,2021,67687,Semi-Auto,44250,Petrol,106,30.6,2.5,2,0,0,1,Petrol,6,2,4,2,1
3 Series,2020,66959,Automatic,120917,Petrol,165,23.3,3.5,3,1,0,0,Petrol,2,0,4,2,1
5 Series,2022,56472,Automatic,13029,Petrol,120,43.6,2.0,1,1,0,0,Petrol,4,0,4,2,1
3 Series,2011,67129,Manual,42583,Petrol,10,38.9,3.5,12,0,1,0,Petrol,2,1,4,2,0
X1,2011,36642,Automatic,103061,Petrol,71,50.0,3.0,12,1,0,0,Petrol,7,0,4,1,0
5 Series,2018,36473,Automatic,104100,Petrol,252,59.5,4.4,5,1,0,0,Petrol,4,0,4,1,1
3 Series,2017,47986,Manual,69147,Petrol,284,24.8,2.5,6,0,1,0,Petrol,2,1,4,1,1
1 Series,2010,3000,Semi-Auto,140425,Diesel,118,30.9,2.0,13,0,0,1,Diesel,0,2,0,0,0
7 Series,2021,50131,Automatic,44042,Petrol,7,47.3,3.5,2,1,0,0,Petrol,6,0,4,2,1
6 Series,2013,43023,Automatic,94125,Diesel,214,29.5,3.0,10,1,0,0,Diesel,5,0,0,1,0
3 Series,2022,27642,Automatic,77604,Petrol,220,21.2,3.0,1,1,0,0,Petrol,2,0,4,1,1
X5,2010,13631,Automatic,56918,Diesel,79,24.4,6.0,13,1,0,0,Diesel,11,0,0,0,0
X3,2010,6757,Automatic,123225,Petrol,71,37.3,2.0,13,1,0,0,Petrol,9,0,4,0,0
X4,2021,43858,Automatic,69882,Hybrid,199,37.2,2.5,2,1,0,0,Hybrid,10,0,2,1,1
X6,2021,36988,Automatic,37822,Diesel,172,58.9,2.0,2,1,0,0,Diesel,12,0,0,1,1
X1,2013,20402,Automatic,49760,Petrol,288,38.6,4.0,10,1,0,0,Petrol,7,0,4,0,0
X3,2011,38994,Automatic,5200,Petrol,233,47.1,1.5,12,1,0,0,Petrol,9,0,4,1,0
6 Series,2012,4044,Automatic,48259,Diesel,260,39.7,2.0,11,1,0,0,Diesel,5,0,0,0,0
5 Series,2020,109134,Automatic,9527,Hybrid,144,30.8,2.0,3,1,0,0,Hybrid,4,0,2,2,1
3 Series,2018,47592,Automatic,11535,Diesel,21,24.2,3.5,5,1,0,0,Diesel,2,0,0,1,1
1 Series,2011,42697,Automatic,112477,Diesel,77,54.4,3.0,12,1,0,0,Diesel,0,0,0,1,0
X6,2013,18205,Automatic,13438,Petrol,229,26.1,2.5,10,1,0,0,Petrol,12,0,4,0,0
X6,2010,3000,Manual,65344,Petrol,159,23.9,2.0,13,0,1,0,Petrol,12,1,4,0,0
1 Series,2011,50043,Automatic,121127,Petrol,13,28.6,2.5,12,1,0,0,Petrol,0,0,4,2,0
X1,2014,31951,Semi-Auto,71388,Petrol,235,20.1,3.0,9,0,0,1,Petrol,7,2,4,1,0
5 Series,2019,52479,Automatic,73249,Petrol,147,22.9,2.5,4,1,0,0,Petrol,4,0,4,2,1
1 Series,2010,56373,Automatic,62083,Petrol,149,45.4,2.5,13,1,0,0,Petrol,0,0,4,2,0
i3,2020,75855,Automatic,32354,Diesel,29,29.7,3.0,3,1,0,0,Diesel,15,0,0,2,1
3 Series,2016,13058,Automatic,125365,Diesel,160,33.5,4.4,7,1,0,0,Diesel,2,0,0,0,0
1 Series,2013,30882,Manual,72135,Petrol,260,53.4,2.0,10,0,1,0,Petrol,0,1,4,1,0
X1,2015,29802,Semi-Auto,145512,Diesel,17,50.9,2.5,8,0,0,1,Diesel,7,2,0,1,0
X5,2017,41705,Semi-Auto,12289,Petrol,62,39.7,2.5,6,0,0,1,Petrol,11,2,4,1,1
1 Series,2022,62248,Automatic,110344,Petrol,134,44.5,2.5,1,1,0,0,Petrol,0,0,4,2,1
X3,2015,45493,Automatic,112568,Diesel,156,23.4,3.0,8,1,0,0,Diesel,9,0,0,1,0
7 Series,2011,12889,Automatic,50178,Diesel,56,50.5,2.5,12,1,0,0,Diesel,6,0,0,0,0
1 Series,2010,37889,Automatic,67500,Diesel,264,40.6,3.5,13,1,0,0,Diesel,0,0,0,1,0
3 Series,2017,35578,Automatic,118784,Petrol,253,42.8,3.0,6,1,0,0,Petrol,2,0,4,1,1
X1,2017,25672,Manual,50223,Petrol,186,46.6,2.5,6,0,1,0,Petrol,7,1,4,1,1
3 Series,2018,38782,Semi-Auto,146256,Diesel,198,40.0,3.5,5,0,0,1,Diesel,2,2,0,1,1
X4,2015,11178,Automatic,69483,Petrol,170,40.9,2.5,8,1,0,0,Petrol,10,0,4,0,0
X6,2021,36498,Automatic,120178,Petrol,5,40.0,2.5,2,1,0,0,Petrol,12,0,4,1,1
i3,2010,12664,Automatic,145228,Diesel,255,39.9,6.0,13,1,0,0,Diesel,15,0,0,0,0
3 Series,2018,3000,Automatic,134483,Petrol,247,50.0,3.5,5,1,0,0,Petrol,2,0,4,0,1
X7,2021,38855,Automatic,16674,Petrol,218,37.1,4.0,2,1,0,0,Petrol,13,0,4,1,1
5 Series,2022,3000,Semi-Auto,140380,Petrol,3,20.1,3.0,1,0,0,1,Petrol,4,2,4,0,1
3 Series,2012,3000,Automatic,109707,Petrol,0,44.5,2.5,11,1,0,0,Petrol,2,0,4,0,0
1 Series,2020,62619,Automatic,69460,Petrol,30,58.1,6.0,3,1,0,0,Petrol,0,0,4,2,1
1 Series,2015,32232,Automatic,1576,Diesel,116,30.3,2.0,8,1,0,0,Diesel,0,0,0,1,0
X3,2019,3000,Automatic,146713,Petrol,274,52.6,4.0,4,1,0,0,Petrol,9,0,4,0,1
5 Series,2022,39611,Semi-Auto,99264,Diesel,196,38.2,4.4,1,0,0,1,Diesel,4,2,0,1,1
3 Series,2019,31790,Automatic,51907,Petrol,176,45.7,3.5,4,1,0,0,Petrol,2,0,4,1,1
X1,2020,10821,Semi-Auto,85325,Diesel,286,55.6,2.0,3,0,0,1,Diesel,7,2,0,0,1
3 Series,2021,24969,Automatic,40651,Diesel,235,50.8,4.0,2,1,0,0,Diesel,2,0,0,1,1
X1,2018,37469,Manual,94435,Petrol,78,55.4,3.0,5,0,1,0,Petrol,7,1,4,1,1
5 Series,2020,42232,Automatic,147730,Petrol,242,20.4,3.0,3,1,0,0,Petrol,4,0,4,1,1
X6,2022,55690,Automatic,39907,Petrol,204,27.5,3.5,1,1,0,0,Petrol,12,0,4,2,1
X6,2012,6774,Manual,64917,Diesel,210,36.9,2.5,11,0,1,0,Diesel,12,1,0,0,0
5 Series,2014,41317,Manual,55936,Petrol,90,53.9,2.0,9,0,1,0,Petrol,4,1,4,1,0
5 Series,2022,59721,Manual,27178,Diesel,165,53.5,3.0,1,0,1,0,Diesel,4,1,0,2,1
5 Series,2014,29765,Automatic,131614,Diesel,160,27.4,2.0,9,1,0,0,Diesel,4,0,0,1,0
X6,2019,20810,Semi-Auto,100423,Diesel,5,25.7,3.0,4,0,0,1,Diesel,12,2,0,0,1
3 Series,2016,30249,Semi-Auto,9000,Diesel,140,53.4,2.5,7,0,0,1,Diesel,2,2,0,1,1
3 Series,2013,32035,Automatic,140137,Petrol,204,41.7,2.5,10,1,0,0,Petrol,2,0,4,1,0
1 Series,2020,31970,Semi-Auto,109407,Diesel,19,45.1,2.0,3,0,0,1,Diesel,0,2,0,1,1
5 Series,2013,25249,Automatic,133157,Diesel,99,52.4,1.5,10,1,0,0,Diesel,4,0,0,1,0
5 Series,2016,17393,Automatic,50325,Other,164,28.5,3.0,7,1,0,0,Other,4,0,3,0,0
2 Series,2018,23745,Automatic,112868,Petrol,44,25.5,3.0,5,1,0,0,Petrol,1,0,4,1,1
3 Series,2020,3000,Semi-Auto,149694,Diesel,226,54.4,2.5,3,0,0,1,Diesel,2,2,0,0,1
5 Series,2013,44170,Automatic,127190,Diesel,51,24.5,3.5,10,1,0,0,Diesel,4,0,0,1,0
X6,2013,65411,Automatic,64902,Diesel,145,23.5,3.0,10,1,0,0,Diesel,12,0,0,2,0
X6,2015,60679,Automatic,5834,Diesel,280,31.1,3.5,8,1,0,0,Diesel,12,0,0,2,0
5 Series,2015,69171,Automatic,86733,Electric,122,32.7,2.0,8,1,0,0,Electric,4,0,1,2,0
5 Series,2016,60313,Automatic,13008,Electric,206,29.6,2.0,7,1,0,0,Electric,4,0,1,2,1
3 Series,2010,7351,Automatic,79498,Diesel,296,49.7,2.0,13,1,0,0,Diesel,2,0,0,0,0
X4,2022,33060,Manual,48229,Petrol,101,58.9,1.5,1,0,1,0,Petrol,10,1,4,1,1
1 Series,2020,59341,Semi-Auto,113892,Diesel,273,28.0,4.4,3,0,0,1,Diesel,0,2,0,2,1
X4,2012,19495,Manual,140084,Petrol,128,51.3,6.0,11,0,1,0,Petrol,10,1,4,0,0
X3,2018,26745,Manual,52125,Petrol,166,21.8,3.5,5,0,1,0,Petrol,9,1,4,1,1
7 Series,2015,3000,Automatic,86702,Other,201,24.8,2.5,8,1,0,0,Other,6,0,3,0,0
1 Series,2015,36059,Automatic,85164,Diesel,101,40.6,2.5,8,1,0,0,Diesel,0,0,0,1,0
5 Series,2014,3000,Automatic,141921,Hybrid,70,60.0,3.5,9,1,0,0,Hybrid,4,0,2,0,0
5 Series,2020,85712,Automatic,14767,Diesel,7,58.0,2.5,3,1,0,0,Diesel,4,0,0,2,1
3 Series,2012,19932,Semi-Auto,46052,Diesel,161,24.5,4.4,11,0,0,1,Diesel,2,2,0,0,0
X3,2020,60824,Automatic,100427,Electric,72,29.6,2.0,3,1,0,0,Electric,9,0,1,2,1
Z4,2014,3000,Semi-Auto,131591,Petrol,26,57.8,2.5,9,0,0,1,Petrol,14,2,4,0,0
X1,2010,32744,Automatic,101547,Diesel,168,26.0,6.0,13,1,0,0,Diesel,7,0,0,1,0
X3,2012,37771,Manual,69125,Diesel,262,49.7,5.0,11,0,1,0,Diesel,9,1,0,1,0
1 Series,2013,19815,Automatic,51281,Petrol,287,20.0,4.0,10,1,0,0,Petrol,0,0,4,0,0
5 Series,2014,38057,Automatic,76285,Petrol,72,45.3,2.5,9,1,0,0,Petrol,4,0,4,1,0
1 Series,2019,58814,Manual,24423,Petrol,208,39.8,3.5,4,0,1,0,Petrol,0,1,4,2,1
X1,2018,66932,Automatic,85693,Diesel,98,38.8,2.0,5,1,0,0,Diesel,7,0,0,2,1
X4,2013,3000,Manual,89860,Petrol,30,53.2,2.0,10,0,1,0,Petrol,10,1,4,0,0
X3,2012,23619,Automatic,2706,Diesel,32,23.2,2.5,11,1,0,0,Diesel,9,0,0,1,0
1 Series,2019,11662,Automatic,52753,Diesel,212,35.1,4.0,4,1,0,0,Diesel,0,0,0,0,1
5 Series,2010,3000,Semi-Auto,94755,Diesel,144,37.8,1.5,13,0,0,1,Diesel,4,2,0,0,0
X1,2022,59431,Automatic,42334,Petrol,98,25.0,3.0,1,1,0,0,Petrol,7,0,4,2,1
5 Series,2019,44200,Manual,68148,Diesel,179,23.4,3.0,4,0,1,0,Diesel,4,1,0,1,1
2 Series,2015,3000,Automatic,103601,Petrol,134,27.2,3.0,8,1,0,0,Petrol,1,0,4,0,0
X6,2016,44433,Automatic,51627,Petrol,189,29.6,2.0,7,1,0,0,Petrol,12,0,4,1,1
X1,2019,57750,Automatic,16546,Petrol,29,58.6,1.5,4,1,0,0,Petrol,7,0,4,2,1
5 Series,2017,19720,Automatic,75581,Diesel,81,39.0,4.0,6,1,0,0,Diesel,4,0,0,0,1
3 Series,2021,43935,Automatic,44347,Petrol,56,40.4,3.0,2,1,0,0,Petrol,2,0,4,1,1
1 Series,2010,3000,Automatic,42221,Petrol,173,48.3,3.5,13,1,0,0,Petrol,0,0,4,0,0
5 Series,2021,56304,Automatic,99203,Petrol,207,47.4,2.5,2,1,0,0,Petrol,4,0,4,2,1
5 Series,2013,28572,Automatic,16948,Hybrid,182,40.1,1.5,10,1,0,0,Hybrid,4,0,2,1,0
X3,2020,59495,Automatic,26118,Hybrid,234,33.6,2.0,3,1,0,0,Hybrid,9,0,2,2,1
X3,2014,42627,Automatic,104729,Petrol,106,33.2,1.5,9,1,0,0,Petrol,9,0,4,1,0
1 Series,2011,38514,Automatic,127677,Petrol,185,22.3,1.5,12,1,0,0,Petrol,0,0,4,1,0
5 Series,2010,28121,Automatic,18021,Hybrid,265,56.0,2.0,13,1,0,0,Hybrid,4,0,2,1,0
3 Series,2017,91479,Automatic,49215,Petrol,131,50.8,3.0,6,1,0,0,Petrol,2,0,4,2,1
3 Series,2015,97658,Automatic,2223,Petrol,170,44.9,3.5,8,1,0,0,Petrol,2,0,4,2,1
X6,2014,3000,Automatic,91162,Petrol,297,35.8,3.5,9,1,0,0,Petrol,12,0,4,0,0
1 Series,2022,52171,Semi-Auto,97453,Electric,23,43.3,4.4,1,0,0,1,Electric,0,2,1,2,1
5 Series,2018,23388,Manual,22526,Diesel,260,39.4,3.0,5,0,1,0,Diesel,4,1,0,1,1
3 Series,2022,37238,Automatic,39829,Petrol,195,31.0,1.5,1,1,0,0,Petrol,2,0,4,1,1
4 Series,2020,56602,Automatic,52862,Petrol,98,31.9,2.5,3,1,0,0,Petrol,3,0,4,2,1
X1,2022,43917,Manual,128048,Electric,100,55.0,2.0,1,0,1,0,Electric,7,1,1,1,1
3 Series,2020,74512,Automatic,31796,Diesel,119,45.4,3.5,3,1,0,0,Diesel,2,0,0,2,1
7 Series,2011,43641,Manual,17818,Diesel,202,20.1,2.0,12,0,1,0,Diesel,6,1,0,1,0
X5,2019,22923,Semi-Auto,25488,Petrol,89,33.1,2.0,4,0,0,1,Petrol,11,2,4,1,1
X7,2021,3000,Automatic,84904,Diesel,194,33.6,1.5,2,1,0,0,Diesel,13,0,0,0,1
3 Series,2017,23957,Automatic,145295,Petrol,176,48.3,5.0,6,1,0,0,Petrol,2,0,4,1,1
4 Series,2020,3788,Manual,97931,Diesel,114,48.0,3.5,3,0,1,0,Diesel,3,1,0,0,1
X4,2019,64953,Semi-Auto,76520,Petrol,31,38.6,2.5,4,0,0,1,Petrol,10,2,4,2,1
X2,2022,26207,Automatic,69334,Petrol,214,58.0,2.5,1,1,0,0,Petrol,8,0,4,1,1
X1,2018,14979,Automatic,139675,Diesel,278,54.9,1.5,5,1,0,0,Diesel,7,0,0,0,1
X1,2010,18949,Automatic,112587,Diesel,242,54.6,2.0,13,1,0,0,Diesel,7,0,0,0,0
5 Series,2016,64823,Automatic,78240,Petrol,285,33.9,2.5,7,1,0,0,Petrol,4,0,4,2,1
X5,2017,53121,Manual,35261,Petrol,69,37.2,2.5,6,0,1,0,Petrol,11,1,4,2,1
7 Series,2012,4699,Semi-Auto,118367,Diesel,70,36.8,3.0,11,0,0,1,Diesel,6,2,0,0,0
X3,2013,33030,Automatic,16707,Diesel,110,37.6,2.5,10,1,0,0,Diesel,9,0,0,1,0
5 Series,2022,52451,Manual,19009,Diesel,157,55.6,5.0,1,0,1,0,Diesel,4,1,0,2,1
X5,2012,58756,Automatic,53169,Diesel,36,30.0,2.5,11,1,0,0,Diesel,11,0,0,2,0
X6,2016,38843,Automatic,19231,Petrol,34,52.1,4.4,7,1,0,0,Petrol,12,0,4,1,1
1 Series,2018,51998,Automatic,4246,Diesel,58,40.6,3.0,5,1,0,0,Diesel,0,0,0,2,1
2 Series,2012,82387,Automatic,30825,Petrol,206,30.0,4.0,11,1,0,0,Petrol,1,0,4,2,0
7 Series,2022,3000,Automatic,147997,Hybrid,65,41.1,3.0,1,1,0,0,Hybrid,6,0,2,0,1
2 Series,2015,38917,Automatic,2316,Diesel,261,27.8,3.0,8,1,0,0,Diesel,1,0,0,1,0
5 Series,2017,52053,Manual,84870,Diesel,269,24.3,2.5,6,0,1,0,Diesel,4,1,0,2,1
5 Series,2015,50202,Manual,97608,Petrol,232,53.5,2.0,8,0,1,0,Petrol,4,1,4,2,0
X2,2011,11866,Automatic,115911,Petrol,156,48.0,2.0,12,1,0,0,Petrol,8,0,4,0,0
3 Series,2022,32722,Automatic,134098,Diesel,105,28.2,2.0,1,1,0,0,Diesel,2,0,0,1,1
2 Series,2016,34549,Automatic,16289,Petrol,153,57.7,2.5,7,1,0,0,Petrol,1,0,4,1,1
5 Series,2011,3000,Semi-Auto,103082,Diesel,17,21.0,2.0,12,0,0,1,Diesel,4,2,0,0,0
7 Series,2011,21256,Automatic,49886,Diesel,259,33.3,2.5,12,1,0,0,Diesel,6,0,0,0,0
3 Series,2011,33157,Automatic,66020,Petrol,118,20.9,3.5,12,1,0,0,Petrol,2,0,4,1,0
X1,2020,78623,Automatic,40279,Petrol,101,25.7,4.0,3,1,0,0,Petrol,7,0,4,2,1
3 Series,2010,3000,Automatic,107061,Diesel,24,27.2,3.0,13,1,0,0,Diesel,2,0,0,0,0
1 Series,2020,63206,Automatic,86643,Petrol,179,52.4,2.0,3,1,0,0,Petrol,0,0,4,2,1
3 Series,2010,3000,Manual,100827,Diesel,161,59.7,2.0,13,0,1,0,Diesel,2,1,0,0,0
1 Series,2016,46737,Manual,129089,Diesel,214,54.7,2.0,7,0,1,0,Diesel,0,1,0,1,1
Z4,2022,20677,Automatic,66200,Petrol,123,45.4,2.5,1,1,0,0,Petrol,14,0,4,0,1
X7,2021,44833,Automatic,96502,Diesel,291,48.9,5.0,2,1,0,0,Diesel,13,0,0,1,1
5 Series,2014,3000,Automatic,144867,Diesel,155,40.9,2.0,9,1,0,0,Diesel,4,0,0,0,0
X3,2020,20866,Semi-Auto,83536,Electric,192,36.9,2.5,3,0,0,1,Electric,9,2,1,0,1
3 Series,2012,24143,Automatic,20005,Diesel,52,47.7,3.0,11,1,0,0,Diesel,2,0,0,1,0
X3,2010,3000,Automatic,111737,Diesel,169,58.9,2.0,13,1,0,0,Diesel,9,0,0,0,0
X6,2020,65691,Automatic,85013,Petrol,97,21.2,5.0,3,1,0,0,Petrol,12,0,4,2,1
X4,2019,27622,Automatic,46176,Petrol,146,32.6,2.5,4,1,0,0,Petrol,10,0,4,1,1
5 Series,2015,39954,Automatic,116754,Petrol,299,33.2,4.4,8,1,0,0,Petrol,4,0,4,1,0
X5,2020,21255,Automatic,132777,Diesel,29,36.6,3.0,3,1,0,0,Diesel,11,0,0,0,1
3 Series,2010,50203,Automatic,52510,Petrol,73,45.1,1.5,13,1,0,0,Petrol,2,0,4,2,0
i8,2018,32618,Automatic,47293,Diesel,171,40.6,2.5,5,1,0,0,Diesel,16,0,0,1,1
1 Series,2011,3000,Automatic,119222,Petrol,83,20.7,1.5,12,1,0,0,Petrol,0,0,4,0,0
X1,2010,3000,Automatic,127947,Diesel,72,36.5,2.5,13,1,0,0,Diesel,7,0,0,0,0
X3,2021,53913,Automatic,45420,Diesel,231,44.8,4.4,2,1,0,0,Diesel,9,0,0,2,1
X3,2016,66158,Automatic,98391,Diesel,289,40.2,3.5,7,1,0,0,Diesel,9,0,0,2,1
1 Series,2015,21457,Automatic,60278,Hybrid,126,54.9,3.0,8,1,0,0,Hybrid,0,0,2,0,0
X4,2015,44450,Semi-Auto,61216,Diesel,84,35.9,2.5,8,0,0,1,Diesel,10,2,0,1,0
3 Series,2014,33165,Automatic,74699,Petrol,253,20.5,2.5,9,1,0,0,Petrol,2,0,4,1,0
X1,2020,57888,Automatic,1209,Diesel,151,31.4,2.0,3,1,0,0,Diesel,7,0,0,2,1
3 Series,2013,32304,Automatic,136906,Diesel,6,25.4,1.5,10,1,0,0,Diesel,2,0,0,1,0
3 Series,2020,8940,Automatic,63485,Diesel,135,30.0,2.0,3,1,0,0,Diesel,2,0,0,0,1
7 Series,2013,17745,Automatic,70498,Diesel,183,34.5,2.5,10,1,0,0,Diesel,6,0,0,0,0
5 Series,2012,29771,Manual,145100,Petrol,226,47.1,2.5,11,0,1,0,Petrol,4,1,4,1,0
3 Series,2019,78581,Automatic,52542,Diesel,243,33.0,2.0,4,1,0,0,Diesel,2,0,0,2,1
3 Series,2017,3000,Automatic,143789,Petrol,263,55.4,5.0,6,1,0,0,Petrol,2,0,4,0,1
5 Series,2016,56617,Manual,31545,Diesel,250,32.0,1.5,7,0,1,0,Diesel,4,1,0,2,1
X5,2018,79502,Semi-Auto,36212,Petrol,169,25.5,1.5,5,0,0,1,Petrol,11,2,4,2,1
6 Series,2010,50846,Semi-Auto,110079,Petrol,53,26.8,3.0,13,0,0,1,Petrol,5,2,4,2,0
1 Series,2016,50181,Manual,42100,Diesel,131,57.4,3.5,7,0,1,0,Diesel,0,1,0,2,1
